latitude,longitude,elevation,slope,clay_percentage,aspect,aspect_sin,aspect_cos,clay_percent,sand_percent,silt_percent,bulk_density,shear_stress_factor
25.18,92.96,891.0,3.5,34.3,180.0,0.0,-1.0,34.3,31.5,34.2,1.168,0.0523
25.18,92.97,817.0,3.5,34.5,180.0,0.0,-1.0,34.5,31.3,34.2,1.168,0.0523
25.18,92.98,671.0,3.5,34.6,180.0,0.0,-1.0,34.6,31.2,34.2,1.169,0.0522
25.18,92.99,518.0,3.5,34.7,180.0,0.0,-1.0,34.7,31.1,34.2,1.169,0.0522
25.18,93.0,562.0,3.5,34.7,180.0,0.0,-1.0,34.7,31.0,34.2,1.17,0.0522
25.18,93.01,666.0,3.5,34.7,180.0,0.0,-1.0,34.7,31.0,34.3,1.17,0.0522
25.18,93.02,527.0,3.5,34.7,180.0,0.0,-1.0,34.7,31.0,34.3,1.17,0.0522
25.18,93.03,347.0,3.5,34.7,180.0,0.0,-1.0,34.7,30.9,34.3,1.17,0.0522
25.18,93.04,560.0,3.5,34.8,180.0,0.0,-1.0,34.8,30.9,34.4,1.171,0.0521
25.18,93.05,662.0,3.5,34.8,180.0,0.0,-1.0,34.8,30.8,34.4,1.171,0.0521
25.18,93.06,675.0,3.5,34.8,180.0,0.0,-1.0,34.8,30.7,34.5,1.171,0.0521
25.18,93.07,521.0,3.5,34.9,180.0,0.0,-1.0,34.9,30.6,34.5,1.172,0.0521
25.18,93.08,469.0,3.5,35.0,180.0,0.0,-1.0,35.0,30.4,34.6,1.172,0.0521
25.18,93.09,636.0,3.5,35.1,180.0,0.0,-1.0,35.1,30.3,34.7,1.173,0.052
25.18,93.1,573.0,3.5,35.1,180.0,0.0,-1.0,35.1,30.2,34.7,1.173,0.052
25.18,93.11,537.0,3.5,35.2,180.0,0.0,-1.0,35.2,30.0,34.8,1.174,0.052
25.18,93.12,594.0,3.5,35.3,180.0,0.0,-1.0,35.3,29.9,34.8,1.174,0.052
25.18,93.13,614.0,3.5,35.3,180.0,0.0,-1.0,35.3,29.8,34.9,1.175,0.052
25.18,93.14,630.0,3.5,35.4,180.0,0.0,-1.0,35.4,29.8,34.9,1.175,0.052
25.18,93.15,750.0,3.5,35.4,180.0,0.0,-1.0,35.4,29.7,34.9,1.176,0.0519
25.18,93.16,715.0,3.5,35.4,180.0,0.0,-1.0,35.4,29.7,34.9,1.176,0.0519
25.18,93.17,678.0,3.5,35.4,180.0,0.0,-1.0,35.4,29.7,35.0,1.176,0.0519
25.18,93.18,925.0,3.5,35.4,180.0,0.0,-1.0,35.4,29.7,35.0,1.177,0.0519
25.18,93.19,1163.0,3.5,35.4,180.0,0.0,-1.0,35.4,29.7,35.0,1.177,0.0519
25.19,92.51,441.0,3.5,33.0,180.0,0.0,-1.0,33.0,33.4,33.5,1.164,0.0524
25.19,92.52,425.0,3.5,33.0,180.0,0.0,-1.0,33.0,33.5,33.5,1.163,0.0525
25.19,92.53,207.0,3.5,33.1,180.0,0.0,-1.0,33.1,33.5,33.4,1.163,0.0525
25.19,92.54,490.0,3.5,33.1,180.0,0.0,-1.0,33.1,33.5,33.4,1.162,0.0525
25.19,92.55,638.0,3.5,33.1,180.0,0.0,-1.0,33.1,33.6,33.4,1.162,0.0525
25.19,92.56,738.0,3.5,33.1,180.0,0.0,-1.0,33.1,33.6,33.3,1.161,0.0526
25.19,92.57,1038.0,3.5,33.1,180.0,0.0,-1.0,33.1,33.7,33.2,1.16,0.0526
25.19,92.58,1100.0,3.5,33.1,180.0,0.0,-1.0,33.1,33.7,33.2,1.16,0.0526
25.19,92.59,855.0,3.5,33.1,180.0,0.0,-1.0,33.1,33.7,33.1,1.159,0.0527
25.19,92.6,1281.0,3.5,33.2,180.0,0.0,-1.0,33.2,33.8,33.1,1.158,0.0527
25.19,92.61,1457.0,3.5,33.2,180.0,0.0,-1.0,33.2,33.8,33.0,1.157,0.0528
25.19,92.62,1516.0,3.5,33.2,180.0,0.0,-1.0,33.2,33.9,32.9,1.156,0.0528
25.19,92.63,1588.0,3.5,33.2,180.0,0.0,-1.0,33.2,34.0,32.8,1.156,0.0528
25.19,92.64,1407.0,3.5,33.3,180.0,0.0,-1.0,33.3,34.0,32.7,1.155,0.0529
25.19,92.65,1368.0,3.5,33.3,180.0,0.0,-1.0,33.3,34.1,32.6,1.154,0.0529
25.19,92.66,1426.0,3.5,33.3,180.0,0.0,-1.0,33.3,34.2,32.5,1.153,0.0529
25.19,92.67,1422.0,3.5,33.4,180.0,0.0,-1.0,33.4,34.2,32.4,1.152,0.053
25.19,92.68,1478.0,3.5,33.4,180.0,0.0,-1.0,33.4,34.3,32.3,1.151,0.053
25.19,92.69,1505.0,3.5,33.5,180.0,0.0,-1.0,33.5,34.4,32.2,1.151,0.053
25.19,92.7,1464.0,3.5,33.5,180.0,0.0,-1.0,33.5,34.5,32.0,1.15,0.0531
25.19,92.71,1281.0,3.5,33.6,180.0,0.0,-1.0,33.6,34.6,31.9,1.15,0.0531
25.19,92.72,1373.0,3.5,33.6,180.0,0.0,-1.0,33.6,34.7,31.7,1.149,0.0531
25.19,92.73,1381.0,3.5,33.7,180.0,0.0,-1.0,33.7,34.8,31.5,1.149,0.0531
25.19,92.74,1340.0,3.5,33.8,180.0,0.0,-1.0,33.8,34.9,31.4,1.149,0.0531
25.19,92.75,1302.0,3.5,33.8,180.0,0.0,-1.0,33.8,34.9,31.2,1.15,0.0531
25.19,92.76,1115.0,3.5,33.9,180.0,0.0,-1.0,33.9,35.0,31.2,1.15,0.0531
25.19,92.77,1309.0,3.5,33.8,180.0,0.0,-1.0,33.8,34.9,31.2,1.15,0.0531
25.19,92.78,1233.0,3.5,33.7,180.0,0.0,-1.0,33.7,34.8,31.4,1.149,0.0531
25.19,92.79,1174.0,3.5,33.6,180.0,0.0,-1.0,33.6,34.7,31.7,1.149,0.0531
25.19,92.8,1099.0,3.5,33.5,180.0,0.0,-1.0,33.5,34.5,31.9,1.149,0.0531
25.19,92.81,1179.0,3.5,33.4,180.0,0.0,-1.0,33.4,34.4,32.2,1.149,0.0531
25.19,92.82,1237.0,3.5,33.3,180.0,0.0,-1.0,33.3,34.2,32.5,1.15,0.0531
25.19,92.83,1139.0,3.5,33.2,180.0,0.0,-1.0,33.2,34.0,32.8,1.151,0.053
25.19,92.84,907.0,3.5,33.2,180.0,0.0,-1.0,33.2,33.8,33.0,1.152,0.053
25.19,92.85,812.0,3.5,33.2,180.0,0.0,-1.0,33.2,33.7,33.2,1.154,0.0529
25.19,92.86,880.0,3.5,33.2,180.0,0.0,-1.0,33.2,33.5,33.4,1.155,0.0529
25.19,92.87,751.0,3.5,33.2,180.0,0.0,-1.0,33.2,33.3,33.5,1.156,0.0528
25.19,92.88,939.0,3.5,33.2,180.0,0.0,-1.0,33.2,33.1,33.7,1.158,0.0527
25.19,92.89,918.0,3.5,33.3,180.0,0.0,-1.0,33.3,32.9,33.8,1.159,0.0527
25.19,92.9,842.0,3.5,33.5,180.0,0.0,-1.0,33.5,32.7,33.9,1.161,0.0526
25.19,92.91,815.0,3.5,33.6,180.0,0.0,-1.0,33.6,32.5,34.0,1.162,0.0525
25.19,92.92,965.0,3.5,33.7,180.0,0.0,-1.0,33.7,32.2,34.0,1.163,0.0525
25.19,92.93,796.0,3.5,33.9,180.0,0.0,-1.0,33.9,32.0,34.1,1.165,0.0524
25.19,92.94,756.0,3.5,34.1,180.0,0.0,-1.0,34.1,31.8,34.1,1.166,0.0524
25.19,92.95,867.0,3.5,34.3,180.0,0.0,-1.0,34.3,31.5,34.2,1.167,0.0523
25.19,92.96,878.0,3.5,34.4,180.0,0.0,-1.0,34.4,31.4,34.2,1.168,0.0523
25.19,92.97,861.0,3.5,34.6,180.0,0.0,-1.0,34.6,31.2,34.2,1.169,0.0522
25.19,92.98,598.0,3.5,34.7,180.0,0.0,-1.0,34.7,31.1,34.2,1.169,0.0522
25.19,92.99,433.0,3.5,34.8,180.0,0.0,-1.0,34.8,31.0,34.2,1.17,0.0522
25.19,93.0,496.0,3.5,34.8,180.0,0.0,-1.0,34.8,31.0,34.2,1.17,0.0522
25.19,93.01,672.0,3.5,34.8,180.0,0.0,-1.0,34.8,31.0,34.2,1.17,0.0522
25.19,93.02,493.0,3.5,34.8,180.0,0.0,-1.0,34.8,30.9,34.3,1.17,0.0522
25.19,93.03,514.0,3.5,34.8,180.0,0.0,-1.0,34.8,30.9,34.3,1.17,0.0522
25.19,93.04,565.0,3.5,34.8,180.0,0.0,-1.0,34.8,30.8,34.4,1.171,0.0521
25.19,93.05,839.0,3.5,34.8,180.0,0.0,-1.0,34.8,30.7,34.4,1.171,0.0521
25.19,93.06,713.0,3.5,34.9,180.0,0.0,-1.0,34.9,30.6,34.5,1.172,0.0521
25.19,93.07,671.0,3.5,35.0,180.0,0.0,-1.0,35.0,30.5,34.6,1.172,0.0521
25.19,93.08,649.0,3.5,35.0,180.0,0.0,-1.0,35.0,30.3,34.6,1.173,0.052
25.19,93.09,516.0,3.5,35.1,180.0,0.0,-1.0,35.1,30.2,34.7,1.173,0.052
25.19,93.1,571.0,3.5,35.2,180.0,0.0,-1.0,35.2,30.0,34.7,1.174,0.052
25.19,93.11,596.0,3.5,35.3,180.0,0.0,-1.0,35.3,29.9,34.8,1.174,0.052
25.19,93.12,612.0,3.5,35.4,180.0,0.0,-1.0,35.4,29.8,34.9,1.175,0.052
25.19,93.13,535.0,3.5,35.4,180.0,0.0,-1.0,35.4,29.7,34.9,1.175,0.052
25.19,93.14,588.0,3.5,35.5,180.0,0.0,-1.0,35.5,29.6,34.9,1.175,0.052
25.19,93.15,701.0,3.5,35.5,180.0,0.0,-1.0,35.5,29.6,35.0,1.176,0.0519
25.19,93.16,534.0,3.5,35.5,180.0,0.0,-1.0,35.5,29.5,35.0,1.176,0.0519
25.19,93.17,657.0,3.5,35.5,180.0,0.0,-1.0,35.5,29.5,35.0,1.176,0.0519
25.19,93.18,766.0,3.5,35.5,180.0,0.0,-1.0,35.5,29.5,35.0,1.177,0.0519
25.19,93.19,802.0,3.5,35.4,180.0,0.0,-1.0,35.4,29.6,35.0,1.177,0.0519
25.2,92.5,612.0,3.5,33.0,180.0,0.0,-1.0,33.0,33.4,33.6,1.165,0.0524
25.2,92.51,455.0,3.5,33.0,180.0,0.0,-1.0,33.0,33.4,33.5,1.164,0.0524
25.2,92.52,603.0,3.5,33.0,180.0,0.0,-1.0,33.0,33.4,33.5,1.164,0.0524
25.2,92.53,475.0,3.5,33.1,180.0,0.0,-1.0,33.1,33.5,33.5,1.163,0.0525
25.2,92.54,362.0,3.5,33.1,180.0,0.0,-1.0,33.1,33.5,33.4,1.163,0.0525
25.2,92.55,356.0,3.5,33.1,180.0,0.0,-1.0,33.1,33.6,33.4,1.162,0.0525
25.2,92.56,391.0,3.5,33.1,180.0,0.0,-1.0,33.1,33.6,33.3,1.162,0.0525
25.2,92.57,617.0,3.5,33.1,180.0,0.0,-1.0,33.1,33.6,33.3,1.161,0.0526
25.2,92.58,836.0,3.5,33.1,180.0,0.0,-1.0,33.1,33.7,33.2,1.16,0.0526
25.2,92.59,1117.0,3.5,33.1,180.0,0.0,-1.0,33.1,33.7,33.1,1.159,0.0527
25.2,92.6,1545.0,3.5,33.2,180.0,0.0,-1.0,33.2,33.8,33.1,1.159,0.0527
25.2,92.61,1597.0,3.5,33.2,180.0,0.0,-1.0,33.2,33.8,33.0,1.158,0.0527
25.2,92.62,1557.0,3.5,33.2,180.0,0.0,-1.0,33.2,33.9,32.9,1.157,0.0528
25.2,92.63,1563.0,37.7,33.2,132.1,0.742,-0.6704,33.2,33.9,32.8,1.156,0.529
25.2,92.64,1470.0,46.2,33.3,90.0,1.0,0.0,33.3,34.0,32.8,1.155,0.6249
25.2,92.65,1274.0,37.7,33.3,47.9,0.742,0.6704,33.3,34.1,32.7,1.155,0.5295
25.2,92.66,1269.0,25.9,33.3,90.0,1.0,0.0,33.3,34.1,32.6,1.154,0.3785
25.2,92.67,1287.0,27.9,33.4,90.0,1.0,0.0,33.4,34.2,32.5,1.153,0.4058
25.2,92.68,1427.0,29.8,33.4,90.0,1.0,0.0,33.4,34.3,32.3,1.152,0.4314
25.2,92.69,1353.0,30.0,33.4,90.0,1.0,0.0,33.4,34.4,32.2,1.151,0.4344
25.2,92.7,1419.0,35.4,33.5,132.1,0.742,-0.6704,33.5,34.4,32.1,1.151,0.5033
25.2,92.71,1432.0,43.8,33.6,90.0,1.0,0.0,33.6,34.5,31.9,1.15,0.6019
25.2,92.72,1298.0,45.3,33.6,90.0,1.0,0.0,33.6,34.6,31.8,1.15,0.6181
25.2,92.73,1186.0,43.1,33.7,90.0,1.0,0.0,33.7,34.7,31.6,1.15,0.5942
25.2,92.74,1196.0,34.7,33.7,47.9,0.742,0.6704,33.7,34.8,31.5,1.15,0.495
25.2,92.75,1234.0,29.1,33.8,90.0,1.0,0.0,33.8,34.9,31.3,1.15,0.4229
25.2,92.76,1115.0,22.4,33.8,47.9,0.742,0.6704,33.8,34.9,31.3,1.15,0.3314
25.2,92.77,1135.0,28.8,33.8,90.0,1.0,0.0,33.8,34.9,31.4,1.15,0.4189
25.2,92.78,1084.0,22.2,33.7,47.9,0.742,0.6704,33.7,34.8,31.5,1.15,0.3286
25.2,92.79,1217.0,12.3,33.6,132.1,0.742,-0.6704,33.6,34.6,31.7,1.15,0.1852
25.2,92.8,1069.0,16.3,33.5,90.0,1.0,0.0,33.5,34.5,32.0,1.15,0.2441
25.2,92.81,1176.0,19.1,33.4,90.0,1.0,0.0,33.4,34.3,32.3,1.15,0.2845
25.2,92.82,1222.0,24.3,33.4,90.0,1.0,0.0,33.4,34.1,32.5,1.151,0.3575
25.2,92.83,1137.0,18.5,33.3,47.9,0.742,0.6704,33.3,33.9,32.8,1.152,0.2754
25.2,92.84,1069.0,18.3,33.3,270.0,-1.0,-0.0,33.3,33.8,33.0,1.153,0.2723
25.2,92.85,902.0,23.7,33.2,312.1,-0.742,0.6704,33.2,33.6,33.2,1.155,0.348
25.2,92.86,684.0,30.7,33.2,270.0,-1.0,-0.0,33.2,33.4,33.4,1.156,0.4416
25.2,92.87,924.0,23.7,33.3,227.9,-0.742,-0.6704,33.3,33.2,33.5,1.157,0.3474
25.2,92.88,999.0,10.8,33.3,312.1,-0.742,0.6704,33.3,33.0,33.6,1.159,0.1617
25.2,92.89,878.0,24.1,33.4,312.1,-0.742,0.6704,33.4,32.8,33.8,1.16,0.352
25.2,92.9,716.0,31.1,33.5,270.0,-1.0,-0.0,33.5,32.6,33.9,1.161,0.4449
25.2,92.91,767.0,31.7,33.7,270.0,-1.0,-0.0,33.7,32.4,34.0,1.163,0.4518
25.2,92.92,899.0,24.6,33.8,227.9,-0.742,-0.6704,33.8,32.1,34.0,1.164,0.3576
25.2,92.93,814.0,25.2,34.0,312.1,-0.742,0.6704,34.0,31.9,34.1,1.166,0.3652
25.2,92.94,660.0,32.4,34.2,270.0,-1.0,-0.0,34.2,31.7,34.1,1.167,0.4591
25.2,92.95,852.0,30.6,34.4,270.0,-1.0,-0.0,34.4,31.5,34.2,1.168,0.4358
25.2,92.96,857.0,23.7,34.5,227.9,-0.742,-0.6704,34.5,31.3,34.2,1.169,0.3438
25.2,92.97,828.0,23.7,34.7,312.1,-0.742,0.6704,34.7,31.1,34.2,1.169,0.3438
25.2,92.98,744.0,33.0,34.8,312.1,-0.742,0.6704,34.8,31.0,34.2,1.17,0.4655
25.2,92.99,576.0,43.0,34.8,312.1,-0.742,0.6704,34.8,31.0,34.2,1.17,0.5829
25.2,93.0,538.0,51.5,34.9,270.0,-1.0,-0.0,34.9,30.9,34.2,1.17,0.6689
25.2,93.01,432.0,51.1,34.8,270.0,-1.0,-0.0,34.8,30.9,34.2,1.17,0.6652
25.2,93.02,392.0,42.6,34.8,227.9,-0.742,-0.6704,34.8,30.9,34.3,1.17,0.5785
25.2,93.03,464.0,32.7,34.8,270.0,-1.0,-0.0,34.8,30.9,34.3,1.17,0.4617
25.2,93.04,575.0,30.1,34.8,270.0,-1.0,-0.0,34.8,30.8,34.4,1.171,0.4283
25.2,93.05,806.0,36.3,34.9,270.0,-1.0,-0.0,34.9,30.7,34.4,1.171,0.5056
25.2,93.06,559.0,41.7,34.9,270.0,-1.0,-0.0,34.9,30.6,34.5,1.172,0.5676
25.2,93.07,479.0,47.6,35.0,270.0,-1.0,-0.0,35.0,30.4,34.6,1.172,0.6301
25.2,93.08,600.0,41.2,35.1,270.0,-1.0,-0.0,35.1,30.2,34.6,1.173,0.5615
25.2,93.09,494.0,45.6,35.2,270.0,-1.0,-0.0,35.2,30.1,34.7,1.173,0.6091
25.2,93.1,552.0,37.2,35.3,227.9,-0.742,-0.6704,35.3,29.9,34.8,1.174,0.515
25.2,93.11,528.0,30.5,35.4,270.0,-1.0,-0.0,35.4,29.7,34.8,1.174,0.4323
25.2,93.12,544.0,32.1,35.5,270.0,-1.0,-0.0,35.5,29.6,34.9,1.175,0.4523
25.2,93.13,619.0,33.9,35.6,312.1,-0.742,0.6704,35.6,29.5,34.9,1.175,0.4747
25.2,93.14,493.0,42.2,35.6,270.0,-1.0,-0.0,35.6,29.4,35.0,1.176,0.5712
25.2,93.15,513.0,46.1,35.6,270.0,-1.0,-0.0,35.6,29.4,35.0,1.176,0.6127
25.2,93.16,504.0,42.0,35.6,270.0,-1.0,-0.0,35.6,29.4,35.0,1.176,0.569
25.2,93.17,645.0,43.6,35.6,270.0,-1.0,-0.0,35.6,29.4,35.0,1.177,0.5859
25.2,93.18,646.0,37.3,35.6,270.0,-1.0,-0.0,35.6,29.4,35.0,1.177,0.5149
25.2,93.19,556.0,38.3,35.5,270.0,-1.0,-0.0,35.5,29.4,35.0,1.177,0.5266
25.2,93.2,780.0,35.4,35.5,270.0,-1.0,-0.0,35.5,29.5,35.0,1.177,0.4922
25.21,92.5,566.0,35.9,33.0,270.0,-1.0,-0.0,33.0,33.4,33.6,1.166,0.5029
25.21,92.51,422.0,34.7,33.0,270.0,-1.0,-0.0,33.0,33.4,33.6,1.165,0.4887
25.21,92.52,563.0,42.9,33.0,270.0,-1.0,-0.0,33.0,33.4,33.5,1.165,0.5843
25.21,92.53,602.0,34.6,33.0,227.9,-0.742,-0.6704,33.0,33.5,33.5,1.164,0.4878
25.21,92.54,411.0,42.6,33.1,270.0,-1.0,-0.0,33.1,33.5,33.4,1.163,0.582
25.21,92.55,629.0,36.5,33.1,270.0,-1.0,-0.0,33.1,33.5,33.4,1.163,0.5115
25.21,92.56,609.0,28.8,33.1,227.9,-0.742,-0.6704,33.1,33.6,33.4,1.162,0.4146
25.21,92.57,536.0,16.4,33.1,312.1,-0.742,0.6704,33.1,33.6,33.3,1.162,0.243
25.21,92.58,613.0,21.6,33.1,270.0,-1.0,-0.0,33.1,33.7,33.2,1.161,0.3171
25.21,92.59,1024.0,25.1,33.1,132.1,0.742,-0.6704,33.1,33.7,33.2,1.16,0.3657
25.21,92.6,1313.0,32.3,33.1,90.0,1.0,0.0,33.1,33.7,33.1,1.159,0.461
25.21,92.61,1438.0,36.5,33.2,90.0,1.0,0.0,33.2,33.8,33.0,1.159,0.5132
25.21,92.62,1411.0,38.2,33.2,132.1,0.742,-0.6704,33.2,33.8,33.0,1.158,0.534
25.21,92.63,1552.0,49.1,33.2,180.0,0.0,-1.0,33.2,33.9,32.9,1.157,0.6533
25.21,92.64,1489.0,49.1,33.2,180.0,0.0,-1.0,33.2,34.0,32.8,1.156,0.6539
25.21,92.65,1235.0,29.1,33.3,0.0,0.0,1.0,33.3,34.0,32.7,1.155,0.4211
25.21,92.66,1208.0,25.9,33.3,90.0,1.0,0.0,33.3,34.1,32.6,1.155,0.3782
25.21,92.67,1230.0,27.9,33.3,90.0,1.0,0.0,33.3,34.2,32.5,1.154,0.4055
25.21,92.68,1252.0,29.8,33.4,90.0,1.0,0.0,33.4,34.2,32.4,1.153,0.431
25.21,92.69,1254.0,30.0,33.4,90.0,1.0,0.0,33.4,34.3,32.3,1.152,0.434
25.21,92.7,1262.0,30.7,33.5,90.0,1.0,0.0,33.5,34.4,32.1,1.152,0.4432
25.21,92.71,1447.0,43.8,33.5,90.0,1.0,0.0,33.5,34.5,32.0,1.151,0.6013
25.21,92.72,1473.0,45.3,33.6,90.0,1.0,0.0,33.6,34.6,31.8,1.151,0.6175
25.21,92.73,1435.0,43.1,33.6,90.0,1.0,0.0,33.6,34.6,31.7,1.15,0.5942
25.21,92.74,1296.0,33.4,33.7,90.0,1.0,0.0,33.7,34.7,31.6,1.15,0.4787
25.21,92.75,1244.0,29.1,33.7,90.0,1.0,0.0,33.7,34.8,31.5,1.15,0.4229
25.21,92.76,1171.0,22.4,33.7,90.0,1.0,0.0,33.7,34.8,31.5,1.15,0.3314
25.21,92.77,1240.0,28.8,33.7,90.0,1.0,0.0,33.7,34.7,31.5,1.15,0.4189
25.21,92.78,1093.0,17.9,33.7,0.0,0.0,1.0,33.7,34.7,31.7,1.15,0.2673
25.21,92.79,997.0,15.9,33.6,47.9,0.742,0.6704,33.6,34.5,31.9,1.15,0.2382
25.21,92.8,1111.0,16.3,33.5,90.0,1.0,0.0,33.5,34.4,32.1,1.151,0.2438
25.21,92.81,1138.0,19.1,33.4,90.0,1.0,0.0,33.4,34.2,32.3,1.151,0.2843
25.21,92.82,1191.0,24.3,33.4,90.0,1.0,0.0,33.4,34.1,32.6,1.152,0.3572
25.21,92.83,1035.0,27.6,33.3,0.0,0.0,1.0,33.3,33.9,32.8,1.153,0.4018
25.21,92.84,796.0,27.6,33.3,0.0,0.0,1.0,33.3,33.7,33.0,1.154,0.4015
25.21,92.85,880.0,25.3,33.3,0.0,0.0,1.0,33.3,33.5,33.2,1.156,0.3697
25.21,92.86,664.0,30.7,33.3,270.0,-1.0,-0.0,33.3,33.3,33.4,1.157,0.4413
25.21,92.87,902.0,27.5,33.4,180.0,0.0,-1.0,33.4,33.1,33.5,1.158,0.3987
25.21,92.88,947.0,16.8,33.4,270.0,-1.0,-0.0,33.4,32.9,33.6,1.16,0.2492
25.21,92.89,833.0,20.9,33.5,0.0,0.0,1.0,33.5,32.7,33.8,1.161,0.3073
25.21,92.9,659.0,31.1,33.6,270.0,-1.0,-0.0,33.6,32.5,33.9,1.162,0.4445
25.21,92.91,651.0,31.7,33.8,270.0,-1.0,-0.0,33.8,32.3,34.0,1.164,0.4514
25.21,92.92,756.0,22.3,33.9,270.0,-1.0,-0.0,33.9,32.1,34.0,1.165,0.3257
25.21,92.93,819.0,21.1,34.1,0.0,0.0,1.0,34.1,31.8,34.1,1.166,0.3087
25.21,92.94,643.0,32.4,34.2,270.0,-1.0,-0.0,34.2,31.6,34.2,1.167,0.4591
25.21,92.95,665.0,30.6,34.4,270.0,-1.0,-0.0,34.4,31.4,34.2,1.168,0.4358
25.21,92.96,875.0,24.7,34.6,180.0,0.0,-1.0,34.6,31.2,34.2,1.169,0.3575
25.21,92.97,781.0,19.8,34.7,270.0,-1.0,-0.0,34.7,31.1,34.2,1.17,0.2895
25.21,92.98,665.0,30.6,34.8,270.0,-1.0,-0.0,34.8,31.0,34.2,1.17,0.4351
25.21,92.99,521.0,41.2,34.9,270.0,-1.0,-0.0,34.9,30.9,34.2,1.17,0.563
25.21,93.0,328.0,51.5,34.9,270.0,-1.0,-0.0,34.9,30.9,34.2,1.17,0.6689
25.21,93.01,337.0,51.1,34.9,270.0,-1.0,-0.0,34.9,30.9,34.2,1.17,0.6652
25.21,93.02,529.0,40.7,34.9,270.0,-1.0,-0.0,34.9,30.9,34.2,1.17,0.5573
25.21,93.03,639.0,32.7,34.9,270.0,-1.0,-0.0,34.9,30.9,34.3,1.17,0.4617
25.21,93.04,670.0,30.1,34.9,270.0,-1.0,-0.0,34.9,30.8,34.4,1.171,0.4283
25.21,93.05,592.0,36.3,34.9,270.0,-1.0,-0.0,34.9,30.7,34.4,1.171,0.5056
25.21,93.06,514.0,41.7,35.0,270.0,-1.0,-0.0,35.0,30.5,34.5,1.172,0.5676
25.21,93.07,411.0,47.6,35.1,270.0,-1.0,-0.0,35.1,30.3,34.6,1.172,0.6301
25.21,93.08,522.0,41.2,35.2,270.0,-1.0,-0.0,35.2,30.1,34.7,1.173,0.5615
25.21,93.09,447.0,45.6,35.3,270.0,-1.0,-0.0,35.3,29.9,34.7,1.173,0.6091
25.21,93.1,634.0,33.1,35.4,270.0,-1.0,-0.0,35.4,29.8,34.8,1.174,0.4652
25.21,93.11,666.0,30.5,35.5,270.0,-1.0,-0.0,35.5,29.6,34.9,1.174,0.4323
25.21,93.12,647.0,32.1,35.6,270.0,-1.0,-0.0,35.6,29.5,34.9,1.175,0.4523
25.21,93.13,677.0,29.5,35.7,270.0,-1.0,-0.0,35.7,29.4,35.0,1.175,0.4191
25.21,93.14,505.0,42.2,35.7,270.0,-1.0,-0.0,35.7,29.3,35.0,1.176,0.5712
25.21,93.15,438.0,46.1,35.7,270.0,-1.0,-0.0,35.7,29.2,35.0,1.176,0.6127
25.21,93.16,508.0,42.0,35.7,270.0,-1.0,-0.0,35.7,29.2,35.0,1.177,0.5685
25.21,93.17,483.0,43.6,35.7,270.0,-1.0,-0.0,35.7,29.2,35.1,1.177,0.5859
25.21,93.18,579.0,37.3,35.7,270.0,-1.0,-0.0,35.7,29.3,35.1,1.177,0.5149
25.21,93.19,565.0,38.3,35.6,270.0,-1.0,-0.0,35.6,29.3,35.1,1.177,0.5266
25.21,93.2,605.0,35.4,35.6,270.0,-1.0,-0.0,35.6,29.4,35.1,1.178,0.4917
25.22,92.5,598.0,35.9,33.0,270.0,-1.0,-0.0,33.0,33.4,33.6,1.166,0.5029
25.22,92.51,613.0,34.7,33.0,270.0,-1.0,-0.0,33.0,33.4,33.6,1.166,0.4882
25.22,92.52,494.0,42.9,33.0,270.0,-1.0,-0.0,33.0,33.4,33.6,1.165,0.5843
25.22,92.53,629.0,33.5,33.0,270.0,-1.0,-0.0,33.0,33.4,33.5,1.165,0.4738
25.22,92.54,499.0,42.6,33.0,270.0,-1.0,-0.0,33.0,33.5,33.5,1.164,0.5815
25.22,92.55,589.0,36.5,33.1,270.0,-1.0,-0.0,33.1,33.5,33.4,1.164,0.511
25.22,92.56,906.0,34.8,33.1,180.0,0.0,-1.0,33.1,33.5,33.4,1.163,0.4907
25.22,92.57,882.0,23.5,33.1,132.1,0.742,-0.6704,33.1,33.6,33.3,1.162,0.3432
25.22,92.58,763.0,39.4,33.1,90.0,1.0,0.0,33.1,33.6,33.3,1.162,0.5462
25.22,92.59,806.0,46.2,33.1,180.0,0.0,-1.0,33.1,33.7,33.2,1.161,0.6217
25.22,92.6,1282.0,46.2,33.1,180.0,0.0,-1.0,33.1,33.7,33.2,1.16,0.6222
25.22,92.61,1337.0,36.5,33.2,90.0,1.0,0.0,33.2,33.8,33.1,1.159,0.5132
25.22,92.62,1303.0,34.0,33.2,90.0,1.0,0.0,33.2,33.8,33.0,1.159,0.4825
25.22,92.63,1498.0,46.7,33.2,90.0,1.0,0.0,33.2,33.9,32.9,1.158,0.6285
25.22,92.64,1497.0,38.1,33.2,132.1,0.742,-0.6704,33.2,33.9,32.8,1.157,0.5333
25.22,92.65,1299.0,23.5,33.3,0.0,0.0,1.0,33.3,34.0,32.8,1.156,0.3449
25.22,92.66,1163.0,16.6,33.3,0.0,0.0,1.0,33.3,34.0,32.7,1.156,0.2471
25.22,92.67,1153.0,13.2,33.3,47.9,0.742,0.6704,33.3,34.1,32.6,1.155,0.1977
25.22,92.68,1114.0,15.3,33.4,270.0,-1.0,-0.0,33.4,34.2,32.5,1.154,0.2287
25.22,92.69,1210.0,11.9,33.4,180.0,0.0,-1.0,33.4,34.2,32.3,1.153,0.1788
